3.00000000e+01	0
6.00000000e+01	0
9.00000000e+01	0
1.20000000e+02	0
1.50000000e+02	0
1.80000000e+02	0
2.10000000e+02	0
2.40000000e+02	0
2.70000000e+02	0
3.00000000e+02	0
3.30000000e+02	0
3.60000000e+02	0
3.90000000e+02	0
4.20000000e+02	0
4.50000000e+02	0
4.80000000e+02	0
5.10000000e+02	0
5.40000000e+02	0
5.70000000e+02	0
6.00000000e+02	0
6.30000000e+02	0
6.60000000e+02	0
6.90000000e+02	0
7.20000000e+02	0
7.50000000e+02	0
7.80000000e+02	0
8.10000000e+02	0
8.40000000e+02	0
8.70000000e+02	0
9.00000000e+02	0
9.30000000e+02	0
